Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,NEW_SMILES
CHEMBL3126649,,0,461.53,1,5.65,8,Cc1cc(Nc2cccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)c2)nc(N)n1,IC50,'=',38600.0,nM,4.41,,,UO_0000065,9.56,0.17,-1.24,3.74,0,CHEMBL3129170,Inhibition of human N-terminal 600 residues-deleted DNMT1 using poly(dI-dC) as substrate in presence of AdoMet,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3124813,1,Scientific Literature,J. Med. Chem.,2014.0,None,,Cc1cc(=Nc2cccc(NC(=O)c3ccccc3N=c3cc[nH]c4ccccc34)c2)[nH]c(=N)[nH]1
CHEMBL4212905,,0,506.69,2,5.68,13,CCc1ccc(-c2cc(NCC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,IC50,'=',40.0,nM,7.4,,,UO_0000065,14.6,0.27,1.72,11.74,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,CCc1ccc(-c2cc(=NCC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3[nH]2)o1
CHEMBL4207331,,0,504.68,2,5.43,23,COc1cc2c(NC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',235.0,nM,6.63,,,UO_0000065,13.13,0.24,1.2,10.52,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4208425,,0,490.65,1,5.04,47,COc1cc2c(NCC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,IC50,'=',475.0,nM,6.32,,,UO_0000065,12.89,0.24,1.28,10.04,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NCC3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CC2(C1)CN(C)C2
CHEMBL4170228,,0,479.63,0,4.58,40,COc1cc2c(NC3CCN(C)CC3)nc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',2250.0,nM,5.65,,,UO_0000065,11.78,0.22,1.07,7.44,0,CHEMBL4137467,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130634,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC3CCN(C)CC3)[nH]c(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1
CHEMBL4159597,,0,494.71,1,5.65,23l,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)s3)nc2cc1OCCCN1CCCC1,IC50,'=',230.0,nM,6.64,,,UO_0000065,13.42,0.26,0.99,13.31,0,CHEMBL4137467,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130634,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(C)s3)[nH]c2cc1OCCCN1CCCC1
CHEMBL1916672,,0,263.3,0,1.84,7i,CN(C)CC1CC(Cc2ccc([N+](=O)[O-])cc2)=NO1,IC50,'=',1600000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL1918223,Inhibition of human recombinant DNMT1 expressed in Sf9 cells assessed as incorporation of [3H]S-adenosyl methionine into hemimethylated oligonucleotide substrate after 3 hrs by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1914404,1,Scientific Literature,J. Med. Chem.,2011.0,CHEMBL3308860,,CN(C)CC1CC(Cc2ccc([N+](=O)[O-])cc2)=NO1
CHEMBL3109079,,0,442.45,0,4.01,18,O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],IC50,'=',80000.0,nM,4.1,,,UO_0000065,9.26,0.18,0.09,2.87,0,CHEMBL3111348,Inhibition of human recombinant DNMT1 expressed in H19 cells assessed as inhibition of tritiated methyl incorporation from [3H]-labeled AdoMet into hemimethylated DNA duplex after 2 hrs by liquid scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,H19,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3108732,1,Scientific Literature,J. Med. Chem.,2014.0,None,,O=C(O)C1C(Cc2c[nH]c3ccccc23)CCN1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
CHEMBL3109085,,0,402.39,0,3.28,11,O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],IC50,'=',40000.0,nM,4.4,,,UO_0000065,10.93,0.21,1.12,2.9,0,CHEMBL3111348,Inhibition of human recombinant DNMT1 expressed in H19 cells assessed as inhibition of tritiated methyl incorporation from [3H]-labeled AdoMet into hemimethylated DNA duplex after 2 hrs by liquid scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,H19,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3108732,1,Scientific Literature,J. Med. Chem.,2014.0,None,,O=C(O)C(Cc1c[nH]c2ccccc12)NSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
CHEMBL563938,,0,326.38,0,-1.28,14,NCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,IC50,'=',18000.0,nM,4.75,,,UO_0000065,14.54,0.29,6.02,3.26,0,CHEMBL1036444,Inhibition of human recombinant DNMT1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1151876,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,None,,N=c1[nH]cnc2c1ncn2C1OC(CSCCN)C(O)C1O
CHEMBL563024,,0,488.57,1,0.64,30,NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O,IC50,'=',27000.0,nM,4.57,,,UO_0000065,9.35,0.18,3.93,2.71,0,CHEMBL1036408,Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1151871,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,None,,NC(CCSCC1OC(n2cnc3c(=NCCc4ccccc4)[nH]cnc32)C(O)C1O)C(=O)O
CHEMBL560505,,0,534.6,2,0.61,34,COc1cc(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]2O)cc(OC)c1,IC50,'=',18000.0,nM,4.75,,,UO_0000065,8.88,0.18,4.13,2.54,0,CHEMBL1036408,Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1151871,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,None,,COc1cc(CN=c2[nH]cnc3c2ncn3C2OC(CSCCC(N)C(=O)O)C(O)C2O)cc(OC)c1
CHEMBL3126644,,0,461.53,1,5.65,3,Cc1cc(Nc2ccccc2NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)nc(N)n1,IC50,'=',35000.0,nM,4.46,,,UO_0000065,9.65,0.17,-1.19,3.78,0,CHEMBL3129170,Inhibition of human N-terminal 600 residues-deleted DNMT1 using poly(dI-dC) as substrate in presence of AdoMet,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3124813,1,Scientific Literature,J. Med. Chem.,2014.0,None,,Cc1cc(=Nc2ccccc2NC(=O)c2ccc(N=c3cc[nH]c4ccccc34)cc2)[nH]c(=N)[nH]1
CHEMBL3126647,,0,461.53,1,5.65,6,Cc1cc(Nc2ccccc2NC(=O)c2cccc(Nc3ccnc4ccccc34)c2)nc(N)n1,IC50,'=',174000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3129170,Inhibition of human N-terminal 600 residues-deleted DNMT1 using poly(dI-dC) as substrate in presence of AdoMet,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3124813,1,Scientific Literature,J. Med. Chem.,2014.0,None,,Cc1cc(=Nc2ccccc2NC(=O)c2cccc(N=c3cc[nH]c4ccccc34)c2)[nH]c(=N)[nH]1
CHEMBL383475,,0,334.33,0,2.46,NSC-401077,O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,IC50,'=',50000.0,nM,4.3,,,UO_0000065,12.86,0.23,1.84,4.75,0,CHEMBL862798,Inhibitory activity against DNA methyl transferase in leukemic NALM6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NALM-6,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147744,1,Scientific Literature,J. Med. Chem.,2006.0,CHEMBL3307559,,O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O
CHEMBL1320181,,0,521.37,2,5.67,SID49732054,CCOc1cc(/C=C(\C#N)C(=O)Nc2cccc(C(=O)O)c2)ccc1OCc1ccc(Br)cc1,IC50,'=',5400.0,nM,5.27,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCOc1cc(C=C(C#N)C(=O)Nc2cccc(C(=O)O)c2)ccc1OCc1ccc(Br)cc1
CHEMBL1315592,,0,364.4,0,3.52,SID85199782,COC(=O)C1CCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)CC1,IC50,'=',7310.0,nM,5.14,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,COC(=O)C1CCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)CC1
CHEMBL1371301,,0,453.4,0,4.41,SID49669657,CCN(CC)c1ccc(NC(=O)CCS(=O)(=O)c2ccc(Br)cc2)c(C)c1,IC50,'=',8640.0,nM,5.06,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCN(CC)c1ccc(NC(=O)CCS(=O)(=O)c2ccc(Br)cc2)c(C)c1
CHEMBL1485960,,0,342.38,0,2.51,SID47198077,CCOc1cccc(N2C(=O)/C(=C/c3ccco3)C(=O)NC2=S)c1,IC50,'=',4240.0,nM,5.37,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCOc1cccc(N2C(=O)C(=Cc3ccco3)C(=O)NC2=S)c1
CHEMBL1558192,,0,455.94,1,5.63,SID49670065,O=C(O)C(c1ccccc1)N1C(=O)/C(=C\c2ccc(-c3ccccc3Cl)o2)SC1=S,IC50,'=',4270.0,nM,5.37,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C(O)C(c1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccccc3Cl)o2)SC1=S
CHEMBL1490332,,0,319.41,0,3.39,SID24780573,CCN(CC)CCn1nc2c3c(cccc3c1=O)-c1ccccc1-2,IC50,'=',11500.0,nM,4.94,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCN(CC)CCn1nc2c3c(cccc3c1=O)-c1ccccc1-2
CHEMBL1444349,,0,293.26,0,0.67,SID49679682,O=C1NC(=S)N/C1=C/c1cc2c(cc1[N+](=O)[O-])OCO2,IC50,'=',3850.0,nM,5.42,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C1NC(=S)N=C1Cc1cc2c(cc1[N+](=O)[O-])OCO2
CHEMBL1471220,,0,319.36,0,3.17,SID22405684,O=C(COC(=O)c1cc2c(s1)CCC2)Nc1ccc(F)cc1,IC50,'=',10300.0,nM,4.99,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C(COC(=O)c1cc2c(s1)CCC2)Nc1ccc(F)cc1
CHEMBL1302528,,0,526.91,1,4.7,SID49827603,O=C(CN1C(=O)S/C(=C\c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)C1=O)Nc1ccc2c(c1)OCO2,IC50,'>',99000.0,nM,,,inactive,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C(CN1C(=O)SC(=Cc2ccc(-c3cc(C(=O)O)ccc3Cl)o2)C1=O)Nc1ccc2c(c1)OCO2
CHEMBL1863716,,0,485.61,0,3.94,SID99495603,Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CCS(=O)(=O)O)C2=O)cc1,IC50,'=',4930.0,nM,5.31,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CCS(=O)(=O)O)C2=O)cc1
CHEMBL1967028,,0,339.4,0,2.51,SID17403369,CCc1ccc(/C(C)=N/NC(=O)CNC(=O)/C=C/c2ccco2)cc1,IC50,'=',6950.0,nM,5.16,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCc1ccc(C(C)=NNC(=O)C=NC(=O)CCc2ccco2)cc1
CHEMBL1606403,,0,422.82,0,3.82,SID17388061,C=CCOC(=O)c1cc(-c2ccc(/C=C3\C(=O)NC(=O)C(C#N)=C3C)o2)ccc1Cl,IC50,'=',5000.0,nM,5.3,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,C=CCOC(=O)c1cc(-c2ccc(C=c3c(=O)[nH]c(O)c(C#N)c3=C)o2)ccc1Cl
CHEMBL1439640,,0,345.45,0,3.38,SID846098,COc1ccc(Cc2nnc(NC(=O)Cc3cccs3)s2)cc1,IC50,'=',4470.0,nM,5.35,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,COc1ccc(Cc2n[nH]c(=NC(=O)Cc3cccs3)s2)cc1
CHEMBL555352,,0,564.67,2,2.3,"Table 3,b",NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O,IC50,'=',5400.0,nM,5.27,,,UO_0000065,9.33,0.18,2.97,3.12,1,CHEMBL1036444,Inhibition of human recombinant DNMT1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1151876,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,None,,NC(CCSCC1OC(n2cnc3c(=NCCc4ccc(-c5ccccc5)cc4)[nH]cnc32)C(O)C1O)C(=O)O
CHEMBL1548829,,0,292.38,0,1.75,SID14740840,COC(=O)/C(C(C)=O)=C(\C=C\C=C\C=C\N(C)C)N(C)C,IC50,'=',8380.0,nM,5.08,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,COC(=O)C(C(C)=O)=C(C=CC=CC=CN(C)C)N(C)C
CHEMBL560306,,0,475.53,1,-0.01,33,NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccncc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O,IC50,'=',22000.0,nM,4.66,,,UO_0000065,9.79,0.19,4.67,2.57,0,CHEMBL1036408,Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1151871,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,None,,NC(CCSCC1OC(n2cnc3c(=NCc4ccncc4)[nH]cnc32)C(O)C1O)C(=O)O
CHEMBL1458444,,0,385.38,0,1.1,SID26670276,NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc([N+](=O)[O-])s2)cc1,IC50,'=',25100.0,nM,4.6,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc([N+](=O)[O-])s2)cc1
CHEMBL1529334,,0,484.58,0,4.88,SID17512313,Cc1ccc(N2C(=O)NC(=O)/C(=C\c3cc(C)n(-c4sc5c(c4C#N)CCCC5)c3C)C2=O)cc1,IC50,'=',11100.0,nM,4.96,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,C=c1c(=Cc2c(O)[nH]c(=O)n(-c3ccc(C)cc3)c2=O)cc(C)n1-c1sc2c(c1C#N)CCCC2
CHEMBL1386849,,0,435.47,0,2.88,SID24781065,Cc1ccc(C(=O)NN2CC(=O)C(c3nc(-c4cccc([N+](=O)[O-])c4)cs3)=C2N)cc1,IC50,'>',99000.0,nM,,,inactive,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,Cc1ccc(C(=O)Nn2cc(O)c(-c3nc(-c4cccc([N+](=O)[O-])c4)cs3)c2N)cc1
CHEMBL599013,,0,385.38,0,3.96,SID26658010,O=C(O)c1ccccc1/C=N/NC(=O)c1cc(-c2ccco2)nc2ccccc12,IC50,'=',5400.0,nM,5.27,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C(O)c1ccccc1C=NNC(=O)c1cc(-c2ccco2)nc2ccccc12
CHEMBL1730022,,0,249.27,0,3.44,SID87334148,Cn1c2ccccc2c2c(=O)oc3ccccc3c21,IC50,'>',99000.0,nM,,,inactive,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,Cn1c2ccccc2c2c(=O)oc3ccccc3c21
CHEMBL1706577,,0,359.36,0,4.4,SID17409043,O=C(N/N=C/c1cccc(F)c1)c1cc(-c2ccco2)nc2ccccc12,IC50,'=',4810.0,nM,5.32,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C(NN=Cc1cccc(F)c1)c1cc(-c2ccco2)nc2ccccc12
